time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
15:57:22 | 4.4 | 1/10 | 1350/4966 |   2.72% | 691,200/25,423,800 | 2h59m | 5.943 | — | — | — | —
15:57:27 | 4.4 | 1/10 | 1375/4966 |   2.77% | 704,000/25,423,800 | 2h59m | 5.819 | — | — | — | —
15:57:33 | 4.4 | 1/10 | 1400/4966 |   2.82% | 716,800/25,423,800 | 2h58m | 5.882 | — | — | — | —
15:57:38 | 4.4 | 1/10 | 1425/4966 |   2.87% | 729,600/25,423,800 | 2h58m | 5.927 | — | — | — | —
15:57:44 | 4.4 | 1/10 | 1450/4966 |   2.92% | 742,400/25,423,800 | 2h58m | 5.889 | — | — | — | —
15:57:49 | 4.4 | 1/10 | 1475/4966 |   2.97% | 755,200/25,423,800 | 2h58m | 6.019 | — | — | — | —
15:57:55 | 4.4 | 1/10 | 1500/4966 |   3.02% | 768,000/25,423,800 | 2h58m | 5.862 | — | — | — | —
15:58:00 | 4.4 | 1/10 | 1525/4966 |   3.07% | 780,800/25,423,800 | 2h58m | 5.819 | — | — | — | —
15:58:05 | 4.4 | 1/10 | 1550/4966 |   3.12% | 793,600/25,423,800 | 2h58m | 5.856 | — | — | — | —
15:58:11 | 4.4 | 1/10 | 1575/4966 |   3.17% | 806,400/25,423,800 | 2h57m | 5.735 | — | — | — | —
15:58:16 | 4.4 | 1/10 | 1600/4966 |   3.22% | 819,200/25,423,800 | 2h57m | 5.789 | — | — | — | —
15:58:21 | 4.4 | 1/10 | 1625/4966 |   3.27% | 832,000/25,423,800 | 2h57m | 5.753 | — | — | — | —
15:58:27 | 4.4 | 1/10 | 1650/4966 |   3.32% | 844,800/25,423,800 | 2h57m | 5.939 | — | — | — | —
15:58:32 | 4.4 | 1/10 | 1675/4966 |   3.37% | 857,600/25,423,800 | 2h57m | 5.800 | — | — | — | —
15:58:38 | 4.4 | 1/10 | 1700/4966 |   3.42% | 870,400/25,423,800 | 2h57m | 5.930 | — | — | — | —
15:58:43 | 4.4 | 1/10 | 1725/4966 |   3.47% | 883,200/25,423,800 | 2h57m | 5.765 | — | — | — | —
15:58:49 | 4.4 | 1/10 | 1750/4966 |   3.52% | 896,000/25,423,800 | 2h56m | 5.854 | — | — | — | —
15:58:54 | 4.4 | 1/10 | 1775/4966 |   3.57% | 908,800/25,423,800 | 2h56m | 5.932 | — | — | — | —
15:58:59 | 4.4 | 1/10 | 1800/4966 |   3.62% | 921,600/25,423,800 | 2h56m | 5.771 | — | — | — | —
15:59:05 | 4.4 | 1/10 | 1825/4966 |   3.67% | 934,400/25,423,800 | 2h56m | 5.888 | — | — | — | —
15:59:12 | 4.4 | 1/10 | 1850/4966 |   3.73% | 947,200/25,423,800 | 2h56m | 5.691 | — | — | — | —
15:59:17 | 4.4 | 1/10 | 1875/4966 |   3.78% | 960,000/25,423,800 | 2h56m | 5.717 | — | — | — | —
15:59:23 | 4.4 | 1/10 | 1900/4966 |   3.83% | 972,800/25,423,800 | 2h56m | 5.776 | — | — | — | —
15:59:28 | 4.4 | 1/10 | 1925/4966 |   3.88% | 985,600/25,423,800 | 2h56m | 5.779 | — | — | — | —
15:59:33 | 4.4 | 1/10 | 1950/4966 |   3.93% | 998,400/25,423,800 | 2h56m | 5.766 | — | — | — | —
15:59:38 | 4.4 | 1/10 | 1975/4966 |   3.98% | 1,011,200/25,423,800 | 2h55m | 5.789 | — | — | — | —
15:59:43 | 4.4 | 1/10 | 2000/4966 |   4.03% | 1,024,000/25,423,800 | 2h55m | 5.835 | — | — | — | —
15:59:49 | 4.4 | 1/10 | 2025/4966 |   4.08% | 1,036,800/25,423,800 | 2h55m | 5.708 | — | — | — | —
15:59:55 | 4.4 | 1/10 | 2050/4966 |   4.13% | 1,049,600/25,423,800 | 2h55m | 5.758 | — | — | — | —
16:00:00 | 4.4 | 1/10 | 2075/4966 |   4.18% | 1,062,400/25,423,800 | 2h55m | 5.687 | — | — | — | —
16:00:05 | 4.4 | 1/10 | 2100/4966 |   4.23% | 1,075,200/25,423,800 | 2h55m | 5.686 | — | — | — | —
16:00:10 | 4.4 | 1/10 | 2125/4966 |   4.28% | 1,088,000/25,423,800 | 2h54m | 5.775 | — | — | — | —
16:00:16 | 4.4 | 1/10 | 2150/4966 |   4.33% | 1,100,800/25,423,800 | 2h54m | 5.661 | — | — | — | —
16:00:21 | 4.4 | 1/10 | 2175/4966 |   4.38% | 1,113,600/25,423,800 | 2h54m | 5.673 | — | — | — | —
16:00:26 | 4.4 | 1/10 | 2200/4966 |   4.43% | 1,126,400/25,423,800 | 2h54m | 5.679 | — | — | — | —
16:00:32 | 4.4 | 1/10 | 2225/4966 |   4.48% | 1,139,200/25,423,800 | 2h54m | 5.768 | — | — | — | —
16:00:37 | 4.4 | 1/10 | 2250/4966 |   4.53% | 1,152,000/25,423,800 | 2h54m | 5.828 | — | — | — | —
16:00:43 | 4.4 | 1/10 | 2275/4966 |   4.58% | 1,164,800/25,423,800 | 2h54m | 5.645 | — | — | — | —
16:00:48 | 4.4 | 1/10 | 2300/4966 |   4.63% | 1,177,600/25,423,800 | 2h53m | 5.847 | — | — | — | —
16:00:54 | 4.4 | 1/10 | 2325/4966 |   4.68% | 1,190,400/25,423,800 | 2h53m | 5.625 | — | — | — | —
16:00:59 | 4.4 | 1/10 | 2350/4966 |   4.73% | 1,203,200/25,423,800 | 2h53m | 5.720 | — | — | — | —
16:01:05 | 4.4 | 1/10 | 2375/4966 |   4.78% | 1,216,000/25,423,800 | 2h53m | 5.760 | — | — | — | —
16:01:10 | 4.4 | 1/10 | 2400/4966 |   4.83% | 1,228,800/25,423,800 | 2h53m | 5.530 | — | — | — | —
16:01:16 | 4.4 | 1/10 | 2425/4966 |   4.88% | 1,241,600/25,423,800 | 2h53m | 5.703 | — | — | — | —
16:01:21 | 4.4 | 1/10 | 2450/4966 |   4.93% | 1,254,400/25,423,800 | 2h53m | 5.677 | — | — | — | —
16:01:26 | 4.4 | 1/10 | 2475/4966 |   4.98% | 1,267,200/25,423,800 | 2h53m | 5.666 | — | — | — | —
16:01:32 | 4.4 | 1/10 | 2500/4966 |   5.03% | 1,280,000/25,423,800 | 2h53m | 5.517 | — | — | — | —
16:01:38 | 4.4 | 1/10 | 2525/4966 |   5.08% | 1,292,800/25,423,800 | 2h53m | 5.679 | — | — | — | —
16:01:44 | 4.4 | 1/10 | 2550/4966 |   5.13% | 1,305,600/25,423,800 | 2h53m | 5.582 | — | — | — | —
16:01:50 | 4.4 | 1/10 | 2575/4966 |   5.19% | 1,318,400/25,423,800 | 2h53m | 5.464 | — | — | — | —
16:01:55 | 4.4 | 1/10 | 2600/4966 |   5.24% | 1,331,200/25,423,800 | 2h53m | 5.511 | — | — | — | —
16:02:00 | 4.4 | 1/10 | 2625/4966 |   5.29% | 1,344,000/25,423,800 | 2h52m | 5.616 | — | — | — | —
16:02:06 | 4.4 | 1/10 | 2650/4966 |   5.34% | 1,356,800/25,423,800 | 2h52m | 5.525 | — | — | — | —
16:02:12 | 4.4 | 1/10 | 2675/4966 |   5.39% | 1,369,600/25,423,800 | 2h52m | 5.713 | — | — | — | —
16:02:18 | 4.4 | 1/10 | 2700/4966 |   5.44% | 1,382,400/25,423,800 | 2h53m | 5.452 | — | — | — | —
16:02:24 | 4.4 | 1/10 | 2725/4966 |   5.49% | 1,395,200/25,423,800 | 2h53m | 5.497 | — | — | — | —
16:02:30 | 4.4 | 1/10 | 2750/4966 |   5.54% | 1,408,000/25,423,800 | 2h53m | 5.621 | — | — | — | —
16:02:35 | 4.4 | 1/10 | 2775/4966 |   5.59% | 1,420,800/25,423,800 | 2h52m | 5.615 | — | — | — | —
16:02:40 | 4.4 | 1/10 | 2800/4966 |   5.64% | 1,433,600/25,423,800 | 2h52m | 5.398 | — | — | — | —
16:02:45 | 4.4 | 1/10 | 2825/4966 |   5.69% | 1,446,400/25,423,800 | 2h52m | 5.545 | — | — | — | —
16:02:51 | 4.4 | 1/10 | 2850/4966 |   5.74% | 1,459,200/25,423,800 | 2h52m | 5.628 | — | — | — | —
16:02:57 | 4.4 | 1/10 | 2875/4966 |   5.79% | 1,472,000/25,423,800 | 2h52m | 5.550 | — | — | — | —
16:03:03 | 4.4 | 1/10 | 2900/4966 |   5.84% | 1,484,800/25,423,800 | 2h52m | 5.466 | — | — | — | —
16:03:08 | 4.4 | 1/10 | 2925/4966 |   5.89% | 1,497,600/25,423,800 | 2h52m | 5.462 | — | — | — | —
16:03:13 | 4.4 | 1/10 | 2950/4966 |   5.94% | 1,510,400/25,423,800 | 2h52m | 5.433 | — | — | — | —
16:03:19 | 4.4 | 1/10 | 2975/4966 |   5.99% | 1,523,200/25,423,800 | 2h51m | 5.511 | — | — | — | —
16:03:24 | 4.4 | 1/10 | 3000/4966 |   6.04% | 1,536,000/25,423,800 | 2h51m | 5.528 | — | — | — | —
16:03:30 | 4.4 | 1/10 | 3025/4966 |   6.09% | 1,548,800/25,423,800 | 2h51m | 5.685 | — | — | — | —
16:03:35 | 4.4 | 1/10 | 3050/4966 |   6.14% | 1,561,600/25,423,800 | 2h51m | 5.480 | — | — | — | —
16:03:41 | 4.4 | 1/10 | 3075/4966 |   6.19% | 1,574,400/25,423,800 | 2h51m | 5.605 | — | — | — | —
16:03:46 | 4.4 | 1/10 | 3100/4966 |   6.24% | 1,587,200/25,423,800 | 2h51m | 5.641 | — | — | — | —
16:03:52 | 4.4 | 1/10 | 3125/4966 |   6.29% | 1,600,000/25,423,800 | 2h51m | 5.430 | — | — | — | —
16:03:57 | 4.4 | 1/10 | 3150/4966 |   6.34% | 1,612,800/25,423,800 | 2h51m | 5.459 | — | — | — | —
16:04:03 | 4.4 | 1/10 | 3175/4966 |   6.39% | 1,625,600/25,423,800 | 2h51m | 5.441 | — | — | — | —
16:04:09 | 4.4 | 1/10 | 3200/4966 |   6.44% | 1,638,400/25,423,800 | 2h51m | 5.496 | — | — | — | —
16:04:14 | 4.4 | 1/10 | 3225/4966 |   6.49% | 1,651,200/25,423,800 | 2h51m | 5.486 | — | — | — | —
16:04:20 | 4.4 | 1/10 | 3250/4966 |   6.54% | 1,664,000/25,423,800 | 2h50m | 5.445 | — | — | — | —
16:04:25 | 4.4 | 1/10 | 3275/4966 |   6.59% | 1,676,800/25,423,800 | 2h50m | 5.394 | — | — | — | —
16:04:30 | 4.4 | 1/10 | 3300/4966 |   6.65% | 1,689,600/25,423,800 | 2h50m | 5.608 | — | — | — | —
16:04:36 | 4.4 | 1/10 | 3325/4966 |   6.70% | 1,702,400/25,423,800 | 2h50m | 5.348 | — | — | — | —
16:04:41 | 4.4 | 1/10 | 3350/4966 |   6.75% | 1,715,200/25,423,800 | 2h50m | 5.491 | — | — | — | —
16:04:48 | 4.4 | 1/10 | 3375/4966 |   6.80% | 1,728,000/25,423,800 | 2h50m | 5.456 | — | — | — | —
16:04:53 | 4.4 | 1/10 | 3400/4966 |   6.85% | 1,740,800/25,423,800 | 2h50m | 5.537 | — | — | — | —
16:04:59 | 4.4 | 1/10 | 3425/4966 |   6.90% | 1,753,600/25,423,800 | 2h50m | 5.391 | — | — | — | —
16:05:04 | 4.4 | 1/10 | 3450/4966 |   6.95% | 1,766,400/25,423,800 | 2h50m | 5.485 | — | — | — | —
16:05:09 | 4.4 | 1/10 | 3475/4966 |   7.00% | 1,779,200/25,423,800 | 2h50m | 5.544 | — | — | — | —
16:05:15 | 4.4 | 1/10 | 3500/4966 |   7.05% | 1,792,000/25,423,800 | 2h50m | 5.552 | — | — | — | —
16:05:22 | 4.4 | 1/10 | 3525/4966 |   7.10% | 1,804,800/25,423,800 | 2h50m | 5.668 | — | — | — | —
16:05:29 | 4.4 | 1/10 | 3550/4966 |   7.15% | 1,817,600/25,423,800 | 2h50m | 5.493 | — | — | — | —
16:05:34 | 4.4 | 1/10 | 3575/4966 |   7.20% | 1,830,400/25,423,800 | 2h50m | 5.502 | — | — | — | —
16:05:39 | 4.4 | 1/10 | 3600/4966 |   7.25% | 1,843,200/25,423,800 | 2h50m | 5.574 | — | — | — | —
16:05:45 | 4.4 | 1/10 | 3625/4966 |   7.30% | 1,856,000/25,423,800 | 2h50m | 5.495 | — | — | — | —
16:05:50 | 4.4 | 1/10 | 3650/4966 |   7.35% | 1,868,800/25,423,800 | 2h49m | 5.351 | — | — | — | —
16:05:55 | 4.4 | 1/10 | 3675/4966 |   7.40% | 1,881,600/25,423,800 | 2h49m | 5.593 | — | — | — | —
16:06:01 | 4.4 | 1/10 | 3700/4966 |   7.45% | 1,894,400/25,423,800 | 2h49m | 5.461 | — | — | — | —
16:06:06 | 4.4 | 1/10 | 3725/4966 |   7.50% | 1,907,200/25,423,800 | 2h49m | 5.525 | — | — | — | —
16:06:11 | 4.4 | 1/10 | 3750/4966 |   7.55% | 1,920,000/25,423,800 | 2h49m | 5.375 | — | — | — | —
16:06:17 | 4.4 | 1/10 | 3775/4966 |   7.60% | 1,932,800/25,423,800 | 2h49m | 5.495 | — | — | — | —
16:06:22 | 4.4 | 1/10 | 3800/4966 |   7.65% | 1,945,600/25,423,800 | 2h49m | 5.381 | — | — | — | —
16:06:28 | 4.4 | 1/10 | 3825/4966 |   7.70% | 1,958,400/25,423,800 | 2h49m | 5.469 | — | — | — | —
16:06:34 | 4.4 | 1/10 | 3850/4966 |   7.75% | 1,971,200/25,423,800 | 2h49m | 5.366 | — | — | — | —
16:06:40 | 4.4 | 1/10 | 3875/4966 |   7.80% | 1,984,000/25,423,800 | 2h49m | 5.654 | — | — | — | —
16:06:46 | 4.4 | 1/10 | 3900/4966 |   7.85% | 1,996,800/25,423,800 | 2h49m | 5.362 | — | — | — | —
16:06:51 | 4.4 | 1/10 | 3925/4966 |   7.90% | 2,009,600/25,423,800 | 2h48m | 5.228 | — | — | — | —
16:06:57 | 4.4 | 1/10 | 3950/4966 |   7.95% | 2,022,400/25,423,800 | 2h48m | 5.646 | — | — | — | —
16:07:52 | 4.4 | 1/10 | 3975/4966 |   8.00% | 2,035,200/25,423,800 | 2h58m | 5.435 | — | — | — | —
16:07:58 | 4.4 | 1/10 | 4000/4966 |   8.05% | 2,048,000/25,423,800 | 2h58m | 5.319 | — | — | — | —
16:08:03 | 4.4 | 1/10 | 4025/4966 |   8.11% | 2,060,800/25,423,800 | 2h57m | 5.402 | — | — | — | —
16:08:08 | 4.4 | 1/10 | 4050/4966 |   8.16% | 2,073,600/25,423,800 | 2h57m | 5.540 | — | — | — | —
16:08:15 | 4.4 | 1/10 | 4075/4966 |   8.21% | 2,086,400/25,423,800 | 2h57m | 5.417 | — | — | — | —
16:08:28 | 4.4 | 1/10 | 4100/4966 |   8.26% | 2,099,200/25,423,800 | 2h59m | 5.302 | — | — | — | —
16:08:40 | 4.4 | 1/10 | 4125/4966 |   8.31% | 2,112,000/25,423,800 | 3h00m | 5.345 | — | — | — | —
16:08:48 | 4.4 | 1/10 | 4150/4966 |   8.36% | 2,124,800/25,423,800 | 3h00m | 5.405 | — | — | — | —
16:08:58 | 4.4 | 1/10 | 4175/4966 |   8.41% | 2,137,600/25,423,800 | 3h00m | 5.472 | — | — | — | —
16:09:04 | 4.4 | 1/10 | 4200/4966 |   8.46% | 2,150,400/25,423,800 | 3h00m | 5.325 | — | — | — | —
16:09:11 | 4.4 | 1/10 | 4225/4966 |   8.51% | 2,163,200/25,423,800 | 3h00m | 5.464 | — | — | — | —
16:09:17 | 4.4 | 1/10 | 4250/4966 |   8.56% | 2,176,000/25,423,800 | 3h00m | 5.273 | — | — | — | —
16:09:23 | 4.4 | 1/10 | 4275/4966 |   8.61% | 2,188,800/25,423,800 | 3h00m | 5.326 | — | — | — | —
16:09:31 | 4.4 | 1/10 | 4300/4966 |   8.66% | 2,201,600/25,423,800 | 3h01m | 5.565 | — | — | — | —
16:09:41 | 4.4 | 1/10 | 4325/4966 |   8.71% | 2,214,400/25,423,800 | 3h01m | 5.416 | — | — | — | —
16:09:47 | 4.4 | 1/10 | 4350/4966 |   8.76% | 2,227,200/25,423,800 | 3h01m | 5.393 | — | — | — | —
16:09:52 | 4.4 | 1/10 | 4375/4966 |   8.81% | 2,240,000/25,423,800 | 3h01m | 5.358 | — | — | — | —
16:09:57 | 4.4 | 1/10 | 4400/4966 |   8.86% | 2,252,800/25,423,800 | 3h01m | 5.486 | — | — | — | —
16:10:05 | 4.4 | 1/10 | 4425/4966 |   8.91% | 2,265,600/25,423,800 | 3h01m | 5.418 | — | — | — | —
16:10:10 | 4.4 | 1/10 | 4450/4966 |   8.96% | 2,278,400/25,423,800 | 3h01m | 5.397 | — | — | — | —
16:10:16 | 4.4 | 1/10 | 4475/4966 |   9.01% | 2,291,200/25,423,800 | 3h00m | 5.486 | — | — | — | —
16:10:21 | 4.4 | 1/10 | 4500/4966 |   9.06% | 2,304,000/25,423,800 | 3h00m | 5.343 | — | — | — | —
16:10:26 | 4.4 | 1/10 | 4525/4966 |   9.11% | 2,316,800/25,423,800 | 3h00m | 5.463 | — | — | — | —
16:10:32 | 4.4 | 1/10 | 4550/4966 |   9.16% | 2,329,600/25,423,800 | 3h00m | 5.485 | — | — | — | —
16:10:38 | 4.4 | 1/10 | 4575/4966 |   9.21% | 2,342,400/25,423,800 | 3h00m | 5.316 | — | — | — | —
16:10:43 | 4.4 | 1/10 | 4600/4966 |   9.26% | 2,355,200/25,423,800 | 2h59m | 5.396 | — | — | — | —
16:10:53 | 4.4 | 1/10 | 4625/4966 |   9.31% | 2,368,000/25,423,800 | 3h00m | 5.495 | — | — | — | —
16:11:04 | 4.4 | 1/10 | 4650/4966 |   9.36% | 2,380,800/25,423,800 | 3h01m | 5.554 | — | — | — | —
16:11:12 | 4.4 | 1/10 | 4675/4966 |   9.41% | 2,393,600/25,423,800 | 3h01m | 5.340 | — | — | — | —
16:11:19 | 4.4 | 1/10 | 4700/4966 |   9.46% | 2,406,400/25,423,800 | 3h01m | 5.337 | — | — | — | —
16:11:25 | 4.4 | 1/10 | 4725/4966 |   9.51% | 2,419,200/25,423,800 | 3h01m | 5.351 | — | — | — | —
16:11:32 | 4.4 | 1/10 | 4750/4966 |   9.57% | 2,432,000/25,423,800 | 3h01m | 5.375 | — | — | — | —
16:11:39 | 4.4 | 1/10 | 4775/4966 |   9.62% | 2,444,800/25,423,800 | 3h01m | 5.285 | — | — | — | —
16:11:45 | 4.4 | 1/10 | 4800/4966 |   9.67% | 2,457,600/25,423,800 | 3h01m | 5.240 | — | — | — | —
16:11:51 | 4.4 | 1/10 | 4825/4966 |   9.72% | 2,470,400/25,423,800 | 3h01m | 5.309 | — | — | — | —
16:11:57 | 4.4 | 1/10 | 4850/4966 |   9.77% | 2,483,200/25,423,800 | 3h01m | 5.167 | — | — | — | —
16:12:02 | 4.4 | 1/10 | 4875/4966 |   9.82% | 2,496,000/25,423,800 | 3h00m | 5.304 | — | — | — | —
16:12:08 | 4.4 | 1/10 | 4900/4966 |   9.87% | 2,508,800/25,423,800 | 3h00m | 5.374 | — | — | — | —
16:12:14 | 4.4 | 1/10 | 4925/4966 |   9.92% | 2,521,600/25,423,800 | 3h00m | 5.409 | — | — | — | —
16:12:19 | 4.4 | 1/10 | 4950/4966 |   9.97% | 2,534,400/25,423,800 | 3h00m | 5.430 | — | — | — | —
16:12:23 | 4.4 | 1/10 | 4966/4966 |  10.00% | 2,542,592/25,423,800 | 3h00m | 5.491 | — | — | — | —
16:12:35 | validation | 1/10 | epoch-end |  10.00% | 2,542,380/25,423,800 | 3h02m | 5.833 |  50.08% |  39.51% |   3.48% | 1.661
16:12:35 | 4.4 | 2/10 | 1/4966 |  10.00% | 2,543,104/25,423,800 | 3h02m | 5.357 | — | — | — | —
16:12:40 | 4.4 | 2/10 | 25/4966 |  10.05% | 2,555,392/25,423,800 | 3h01m | 5.337 | — | — | — | —
16:12:46 | 4.4 | 2/10 | 50/4966 |  10.10% | 2,568,192/25,423,800 | 3h01m | 5.274 | — | — | — | —
16:12:52 | 4.4 | 2/10 | 75/4966 |  10.15% | 2,580,992/25,423,800 | 3h01m | 5.453 | — | — | — | —
16:12:58 | 4.4 | 2/10 | 100/4966 |  10.20% | 2,593,792/25,423,800 | 3h01m | 5.190 | — | — | — | —
16:13:04 | 4.4 | 2/10 | 125/4966 |  10.25% | 2,606,592/25,423,800 | 3h01m | 5.297 | — | — | — | —
16:13:10 | 4.4 | 2/10 | 150/4966 |  10.30% | 2,619,392/25,423,800 | 3h01m | 5.134 | — | — | — | —
16:13:16 | 4.4 | 2/10 | 175/4966 |  10.35% | 2,632,192/25,423,800 | 3h01m | 5.368 | — | — | — | —
16:13:21 | 4.4 | 2/10 | 200/4966 |  10.40% | 2,644,992/25,423,800 | 3h00m | 5.458 | — | — | — | —
