time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
02:01:50 | 4.4.2 | 1/9 | 725/2896 |   2.78% | 371,200/13,344,228 | 1h40m | 4.924 | — | — | — | —
02:01:56 | 4.4.2 | 1/9 | 750/2896 |   2.88% | 384,000/13,344,228 | 1h40m | 4.738 | — | — | — | —
02:02:02 | 4.4.2 | 1/9 | 775/2896 |   2.97% | 396,800/13,344,228 | 1h40m | 4.434 | — | — | — | —
02:02:08 | 4.4.2 | 1/9 | 800/2896 |   3.07% | 409,600/13,344,228 | 1h40m | 4.566 | — | — | — | —
02:02:14 | 4.4.2 | 1/9 | 825/2896 |   3.17% | 422,400/13,344,228 | 1h39m | 4.599 | — | — | — | —
02:02:20 | 4.4.2 | 1/9 | 850/2896 |   3.26% | 435,200/13,344,228 | 1h39m | 4.581 | — | — | — | —
02:02:25 | 4.4.2 | 1/9 | 875/2896 |   3.36% | 448,000/13,344,228 | 1h39m | 4.427 | — | — | — | —
02:02:31 | 4.4.2 | 1/9 | 900/2896 |   3.45% | 460,800/13,344,228 | 1h39m | 4.630 | — | — | — | —
02:02:37 | 4.4.2 | 1/9 | 925/2896 |   3.55% | 473,600/13,344,228 | 1h39m | 5.147 | — | — | — | —
02:02:43 | 4.4.2 | 1/9 | 950/2896 |   3.64% | 486,400/13,344,228 | 1h39m | 4.770 | — | — | — | —
02:02:49 | 4.4.2 | 1/9 | 975/2896 |   3.74% | 499,200/13,344,228 | 1h39m | 4.979 | — | — | — | —
02:02:55 | 4.4.2 | 1/9 | 1000/2896 |   3.84% | 512,000/13,344,228 | 1h39m | 4.677 | — | — | — | —
02:03:01 | 4.4.2 | 1/9 | 1025/2896 |   3.93% | 524,800/13,344,228 | 1h39m | 4.846 | — | — | — | —
02:03:07 | 4.4.2 | 1/9 | 1050/2896 |   4.03% | 537,600/13,344,228 | 1h38m | 4.984 | — | — | — | —
02:03:13 | 4.4.2 | 1/9 | 1075/2896 |   4.12% | 550,400/13,344,228 | 1h38m | 4.833 | — | — | — | —
02:03:19 | 4.4.2 | 1/9 | 1100/2896 |   4.22% | 563,200/13,344,228 | 1h38m | 4.985 | — | — | — | —
02:03:24 | 4.4.2 | 1/9 | 1125/2896 |   4.32% | 576,000/13,344,228 | 1h38m | 4.245 | — | — | — | —
02:03:30 | 4.4.2 | 1/9 | 1150/2896 |   4.41% | 588,800/13,344,228 | 1h38m | 4.647 | — | — | — | —
02:03:36 | 4.4.2 | 1/9 | 1175/2896 |   4.51% | 601,600/13,344,228 | 1h38m | 4.895 | — | — | — | —
02:03:42 | 4.4.2 | 1/9 | 1200/2896 |   4.60% | 614,400/13,344,228 | 1h38m | 4.481 | — | — | — | —
02:03:48 | 4.4.2 | 1/9 | 1225/2896 |   4.70% | 627,200/13,344,228 | 1h38m | 4.753 | — | — | — | —
02:03:54 | 4.4.2 | 1/9 | 1250/2896 |   4.80% | 640,000/13,344,228 | 1h38m | 4.475 | — | — | — | —
02:04:00 | 4.4.2 | 1/9 | 1275/2896 |   4.89% | 652,800/13,344,228 | 1h38m | 4.842 | — | — | — | —
02:04:06 | 4.4.2 | 1/9 | 1300/2896 |   4.99% | 665,600/13,344,228 | 1h37m | 4.784 | — | — | — | —
02:04:12 | 4.4.2 | 1/9 | 1325/2896 |   5.08% | 678,400/13,344,228 | 1h37m | 4.477 | — | — | — | —
02:04:18 | 4.4.2 | 1/9 | 1350/2896 |   5.18% | 691,200/13,344,228 | 1h37m | 4.723 | — | — | — | —
02:04:24 | 4.4.2 | 1/9 | 1375/2896 |   5.28% | 704,000/13,344,228 | 1h37m | 4.959 | — | — | — | —
02:04:30 | 4.4.2 | 1/9 | 1400/2896 |   5.37% | 716,800/13,344,228 | 1h37m | 4.768 | — | — | — | —
02:04:36 | 4.4.2 | 1/9 | 1425/2896 |   5.47% | 729,600/13,344,228 | 1h37m | 4.640 | — | — | — | —
02:04:42 | 4.4.2 | 1/9 | 1450/2896 |   5.56% | 742,400/13,344,228 | 1h37m | 4.529 | — | — | — | —
02:04:47 | 4.4.2 | 1/9 | 1475/2896 |   5.66% | 755,200/13,344,228 | 1h37m | 4.592 | — | — | — | —
02:04:53 | 4.4.2 | 1/9 | 1500/2896 |   5.76% | 768,000/13,344,228 | 1h37m | 4.614 | — | — | — | —
02:04:59 | 4.4.2 | 1/9 | 1525/2896 |   5.85% | 780,800/13,344,228 | 1h36m | 4.673 | — | — | — | —
02:05:05 | 4.4.2 | 1/9 | 1550/2896 |   5.95% | 793,600/13,344,228 | 1h36m | 4.747 | — | — | — | —
02:05:11 | 4.4.2 | 1/9 | 1575/2896 |   6.04% | 806,400/13,344,228 | 1h36m | 4.586 | — | — | — | —
02:05:17 | 4.4.2 | 1/9 | 1600/2896 |   6.14% | 819,200/13,344,228 | 1h36m | 4.854 | — | — | — | —
02:05:22 | 4.4.2 | 1/9 | 1625/2896 |   6.23% | 832,000/13,344,228 | 1h36m | 4.606 | — | — | — | —
02:05:28 | 4.4.2 | 1/9 | 1650/2896 |   6.33% | 844,800/13,344,228 | 1h36m | 4.865 | — | — | — | —
02:05:35 | 4.4.2 | 1/9 | 1675/2896 |   6.43% | 857,600/13,344,228 | 1h36m | 4.663 | — | — | — | —
02:05:41 | 4.4.2 | 1/9 | 1700/2896 |   6.52% | 870,400/13,344,228 | 1h36m | 4.555 | — | — | — | —
02:05:46 | 4.4.2 | 1/9 | 1725/2896 |   6.62% | 883,200/13,344,228 | 1h36m | 4.850 | — | — | — | —
02:05:52 | 4.4.2 | 1/9 | 1750/2896 |   6.71% | 896,000/13,344,228 | 1h36m | 4.808 | — | — | — | —
02:05:58 | 4.4.2 | 1/9 | 1775/2896 |   6.81% | 908,800/13,344,228 | 1h35m | 4.784 | — | — | — | —
02:06:04 | 4.4.2 | 1/9 | 1800/2896 |   6.91% | 921,600/13,344,228 | 1h35m | 4.563 | — | — | — | —
02:06:10 | 4.4.2 | 1/9 | 1825/2896 |   7.00% | 934,400/13,344,228 | 1h35m | 4.858 | — | — | — | —
02:06:16 | 4.4.2 | 1/9 | 1850/2896 |   7.10% | 947,200/13,344,228 | 1h35m | 4.663 | — | — | — | —
02:06:22 | 4.4.2 | 1/9 | 1875/2896 |   7.19% | 960,000/13,344,228 | 1h35m | 4.860 | — | — | — | —
02:06:28 | 4.4.2 | 1/9 | 1900/2896 |   7.29% | 972,800/13,344,228 | 1h35m | 4.569 | — | — | — | —
02:06:34 | 4.4.2 | 1/9 | 1925/2896 |   7.39% | 985,600/13,344,228 | 1h35m | 4.392 | — | — | — | —
02:06:40 | 4.4.2 | 1/9 | 1950/2896 |   7.48% | 998,400/13,344,228 | 1h35m | 4.553 | — | — | — | —
02:06:46 | 4.4.2 | 1/9 | 1975/2896 |   7.58% | 1,011,200/13,344,228 | 1h35m | 4.859 | — | — | — | —
02:06:52 | 4.4.2 | 1/9 | 2000/2896 |   7.67% | 1,024,000/13,344,228 | 1h35m | 4.805 | — | — | — | —
02:06:58 | 4.4.2 | 1/9 | 2025/2896 |   7.77% | 1,036,800/13,344,228 | 1h35m | 4.883 | — | — | — | —
02:07:04 | 4.4.2 | 1/9 | 2050/2896 |   7.87% | 1,049,600/13,344,228 | 1h34m | 4.776 | — | — | — | —
02:07:10 | 4.4.2 | 1/9 | 2075/2896 |   7.96% | 1,062,400/13,344,228 | 1h34m | 4.639 | — | — | — | —
02:07:16 | 4.4.2 | 1/9 | 2100/2896 |   8.06% | 1,075,200/13,344,228 | 1h34m | 5.181 | — | — | — | —
02:07:22 | 4.4.2 | 1/9 | 2125/2896 |   8.15% | 1,088,000/13,344,228 | 1h34m | 4.445 | — | — | — | —
02:07:28 | 4.4.2 | 1/9 | 2150/2896 |   8.25% | 1,100,800/13,344,228 | 1h34m | 4.505 | — | — | — | —
02:07:34 | 4.4.2 | 1/9 | 2175/2896 |   8.34% | 1,113,600/13,344,228 | 1h34m | 4.411 | — | — | — | —
02:07:40 | 4.4.2 | 1/9 | 2200/2896 |   8.44% | 1,126,400/13,344,228 | 1h34m | 4.551 | — | — | — | —
02:07:46 | 4.4.2 | 1/9 | 2225/2896 |   8.54% | 1,139,200/13,344,228 | 1h34m | 4.714 | — | — | — | —
02:07:52 | 4.4.2 | 1/9 | 2250/2896 |   8.63% | 1,152,000/13,344,228 | 1h34m | 4.870 | — | — | — | —
02:07:58 | 4.4.2 | 1/9 | 2275/2896 |   8.73% | 1,164,800/13,344,228 | 1h34m | 4.600 | — | — | — | —
02:08:04 | 4.4.2 | 1/9 | 2300/2896 |   8.82% | 1,177,600/13,344,228 | 1h34m | 4.572 | — | — | — | —
02:08:10 | 4.4.2 | 1/9 | 2325/2896 |   8.92% | 1,190,400/13,344,228 | 1h33m | 4.974 | — | — | — | —
02:08:15 | 4.4.2 | 1/9 | 2350/2896 |   9.02% | 1,203,200/13,344,228 | 1h33m | 4.484 | — | — | — | —
02:08:21 | 4.4.2 | 1/9 | 2375/2896 |   9.11% | 1,216,000/13,344,228 | 1h33m | 4.706 | — | — | — | —
02:08:27 | 4.4.2 | 1/9 | 2400/2896 |   9.21% | 1,228,800/13,344,228 | 1h33m | 4.623 | — | — | — | —
02:08:33 | 4.4.2 | 1/9 | 2425/2896 |   9.30% | 1,241,600/13,344,228 | 1h33m | 4.482 | — | — | — | —
02:08:39 | 4.4.2 | 1/9 | 2450/2896 |   9.40% | 1,254,400/13,344,228 | 1h33m | 4.422 | — | — | — | —
02:08:45 | 4.4.2 | 1/9 | 2475/2896 |   9.50% | 1,267,200/13,344,228 | 1h33m | 4.785 | — | — | — | —
02:08:51 | 4.4.2 | 1/9 | 2500/2896 |   9.59% | 1,280,000/13,344,228 | 1h33m | 4.628 | — | — | — | —
02:08:57 | 4.4.2 | 1/9 | 2525/2896 |   9.69% | 1,292,800/13,344,228 | 1h33m | 4.769 | — | — | — | —
02:09:03 | 4.4.2 | 1/9 | 2550/2896 |   9.78% | 1,305,600/13,344,228 | 1h32m | 4.613 | — | — | — | —
02:09:09 | 4.4.2 | 1/9 | 2575/2896 |   9.88% | 1,318,400/13,344,228 | 1h32m | 4.899 | — | — | — | —
02:09:14 | 4.4.2 | 1/9 | 2600/2896 |   9.98% | 1,331,200/13,344,228 | 1h32m | 4.368 | — | — | — | —
02:09:20 | 4.4.2 | 1/9 | 2625/2896 |  10.07% | 1,344,000/13,344,228 | 1h32m | 4.524 | — | — | — | —
02:09:26 | 4.4.2 | 1/9 | 2650/2896 |  10.17% | 1,356,800/13,344,228 | 1h32m | 5.003 | — | — | — | —
02:09:32 | 4.4.2 | 1/9 | 2675/2896 |  10.26% | 1,369,600/13,344,228 | 1h32m | 4.699 | — | — | — | —
02:09:38 | 4.4.2 | 1/9 | 2700/2896 |  10.36% | 1,382,400/13,344,228 | 1h32m | 4.538 | — | — | — | —
02:09:44 | 4.4.2 | 1/9 | 2725/2896 |  10.46% | 1,395,200/13,344,228 | 1h32m | 4.613 | — | — | — | —
02:09:50 | 4.4.2 | 1/9 | 2750/2896 |  10.55% | 1,408,000/13,344,228 | 1h32m | 4.939 | — | — | — | —
02:09:55 | 4.4.2 | 1/9 | 2775/2896 |  10.65% | 1,420,800/13,344,228 | 1h32m | 4.540 | — | — | — | —
02:10:01 | 4.4.2 | 1/9 | 2800/2896 |  10.74% | 1,433,600/13,344,228 | 1h31m | 4.913 | — | — | — | —
02:10:07 | 4.4.2 | 1/9 | 2825/2896 |  10.84% | 1,446,400/13,344,228 | 1h31m | 4.837 | — | — | — | —
02:10:13 | 4.4.2 | 1/9 | 2850/2896 |  10.93% | 1,459,200/13,344,228 | 1h31m | 4.879 | — | — | — | —
02:10:19 | 4.4.2 | 1/9 | 2875/2896 |  11.03% | 1,472,000/13,344,228 | 1h31m | 5.048 | — | — | — | —
02:10:24 | 4.4.2 | 1/9 | 2896/2896 |  11.11% | 1,482,752/13,344,228 | 1h31m | 4.663 | — | — | — | —
02:10:36 | validation | 1/9 | epoch-end |  11.11% | 1,482,692/13,344,228 | 1h33m | 4.652 |  56.23% |  45.82% |   8.92% | 1.478
02:10:36 | 4.4.2 | 2/9 | 1/2896 |  11.11% | 1,483,264/13,344,228 | 1h33m | 4.551 | — | — | — | —
02:10:42 | 4.4.2 | 2/9 | 25/2896 |  11.21% | 1,495,552/13,344,228 | 1h32m | 4.365 | — | — | — | —
02:10:47 | 4.4.2 | 2/9 | 50/2896 |  11.30% | 1,508,352/13,344,228 | 1h32m | 4.623 | — | — | — | —
02:10:53 | 4.4.2 | 2/9 | 75/2896 |  11.40% | 1,521,152/13,344,228 | 1h32m | 4.403 | — | — | — | —
02:10:59 | 4.4.2 | 2/9 | 100/2896 |  11.49% | 1,533,952/13,344,228 | 1h32m | 4.589 | — | — | — | —
02:11:05 | 4.4.2 | 2/9 | 125/2896 |  11.59% | 1,546,752/13,344,228 | 1h32m | 4.669 | — | — | — | —
02:11:11 | 4.4.2 | 2/9 | 150/2896 |  11.69% | 1,559,552/13,344,228 | 1h32m | 4.890 | — | — | — | —
02:11:17 | 4.4.2 | 2/9 | 175/2896 |  11.78% | 1,572,352/13,344,228 | 1h32m | 4.996 | — | — | — | —
02:11:23 | 4.4.2 | 2/9 | 200/2896 |  11.88% | 1,585,152/13,344,228 | 1h32m | 4.648 | — | — | — | —
02:11:29 | 4.4.2 | 2/9 | 225/2896 |  11.97% | 1,597,952/13,344,228 | 1h32m | 4.825 | — | — | — | —
02:11:35 | 4.4.2 | 2/9 | 250/2896 |  12.07% | 1,610,752/13,344,228 | 1h31m | 4.522 | — | — | — | —
02:11:40 | 4.4.2 | 2/9 | 275/2896 |  12.17% | 1,623,552/13,344,228 | 1h31m | 4.673 | — | — | — | —
02:11:46 | 4.4.2 | 2/9 | 300/2896 |  12.26% | 1,636,352/13,344,228 | 1h31m | 4.534 | — | — | — | —
02:11:52 | 4.4.2 | 2/9 | 325/2896 |  12.36% | 1,649,152/13,344,228 | 1h31m | 4.520 | — | — | — | —
02:11:57 | 4.4.2 | 2/9 | 350/2896 |  12.45% | 1,661,952/13,344,228 | 1h31m | 5.147 | — | — | — | —
02:12:03 | 4.4.2 | 2/9 | 375/2896 |  12.55% | 1,674,752/13,344,228 | 1h31m | 4.850 | — | — | — | —
02:12:09 | 4.4.2 | 2/9 | 400/2896 |  12.65% | 1,687,552/13,344,228 | 1h31m | 4.736 | — | — | — | —
02:12:15 | 4.4.2 | 2/9 | 425/2896 |  12.74% | 1,700,352/13,344,228 | 1h31m | 4.773 | — | — | — | —
02:12:21 | 4.4.2 | 2/9 | 450/2896 |  12.84% | 1,713,152/13,344,228 | 1h30m | 4.783 | — | — | — | —
02:12:27 | 4.4.2 | 2/9 | 475/2896 |  12.93% | 1,725,952/13,344,228 | 1h30m | 4.582 | — | — | — | —
02:12:33 | 4.4.2 | 2/9 | 500/2896 |  13.03% | 1,738,752/13,344,228 | 1h30m | 4.552 | — | — | — | —
02:12:39 | 4.4.2 | 2/9 | 525/2896 |  13.13% | 1,751,552/13,344,228 | 1h30m | 5.023 | — | — | — | —
02:12:45 | 4.4.2 | 2/9 | 550/2896 |  13.22% | 1,764,352/13,344,228 | 1h30m | 4.465 | — | — | — | —
02:12:50 | 4.4.2 | 2/9 | 575/2896 |  13.32% | 1,777,152/13,344,228 | 1h30m | 4.565 | — | — | — | —
02:12:56 | 4.4.2 | 2/9 | 600/2896 |  13.41% | 1,789,952/13,344,228 | 1h30m | 4.630 | — | — | — | —
02:13:02 | 4.4.2 | 2/9 | 625/2896 |  13.51% | 1,802,752/13,344,228 | 1h30m | 4.763 | — | — | — | —
02:13:08 | 4.4.2 | 2/9 | 650/2896 |  13.60% | 1,815,552/13,344,228 | 1h29m | 4.713 | — | — | — | —
02:13:14 | 4.4.2 | 2/9 | 675/2896 |  13.70% | 1,828,352/13,344,228 | 1h29m | 4.613 | — | — | — | —
02:13:19 | 4.4.2 | 2/9 | 700/2896 |  13.80% | 1,841,152/13,344,228 | 1h29m | 4.837 | — | — | — | —
02:13:25 | 4.4.2 | 2/9 | 725/2896 |  13.89% | 1,853,952/13,344,228 | 1h29m | 4.417 | — | — | — | —
02:13:32 | 4.4.2 | 2/9 | 750/2896 |  13.99% | 1,866,752/13,344,228 | 1h29m | 4.750 | — | — | — | —
02:13:37 | 4.4.2 | 2/9 | 775/2896 |  14.08% | 1,879,552/13,344,228 | 1h29m | 4.564 | — | — | — | —
02:13:43 | 4.4.2 | 2/9 | 800/2896 |  14.18% | 1,892,352/13,344,228 | 1h29m | 4.402 | — | — | — | —
02:13:49 | 4.4.2 | 2/9 | 825/2896 |  14.28% | 1,905,152/13,344,228 | 1h29m | 4.637 | — | — | — | —
02:13:55 | 4.4.2 | 2/9 | 850/2896 |  14.37% | 1,917,952/13,344,228 | 1h29m | 4.733 | — | — | — | —
02:14:01 | 4.4.2 | 2/9 | 875/2896 |  14.47% | 1,930,752/13,344,228 | 1h29m | 4.885 | — | — | — | —
02:14:07 | 4.4.2 | 2/9 | 900/2896 |  14.56% | 1,943,552/13,344,228 | 1h28m | 4.833 | — | — | — | —
02:14:13 | 4.4.2 | 2/9 | 925/2896 |  14.66% | 1,956,352/13,344,228 | 1h28m | 4.678 | — | — | — | —
02:14:19 | 4.4.2 | 2/9 | 950/2896 |  14.76% | 1,969,152/13,344,228 | 1h28m | 4.506 | — | — | — | —
02:14:25 | 4.4.2 | 2/9 | 975/2896 |  14.85% | 1,981,952/13,344,228 | 1h28m | 4.484 | — | — | — | —
02:14:31 | 4.4.2 | 2/9 | 1000/2896 |  14.95% | 1,994,752/13,344,228 | 1h28m | 4.463 | — | — | — | —
02:14:37 | 4.4.2 | 2/9 | 1025/2896 |  15.04% | 2,007,552/13,344,228 | 1h28m | 4.702 | — | — | — | —
02:14:42 | 4.4.2 | 2/9 | 1050/2896 |  15.14% | 2,020,352/13,344,228 | 1h28m | 4.613 | — | — | — | —
02:14:48 | 4.4.2 | 2/9 | 1075/2896 |  15.24% | 2,033,152/13,344,228 | 1h28m | 4.523 | — | — | — | —
02:14:54 | 4.4.2 | 2/9 | 1100/2896 |  15.33% | 2,045,952/13,344,228 | 1h28m | 4.779 | — | — | — | —
02:15:00 | 4.4.2 | 2/9 | 1125/2896 |  15.43% | 2,058,752/13,344,228 | 1h27m | 4.496 | — | — | — | —
02:15:06 | 4.4.2 | 2/9 | 1150/2896 |  15.52% | 2,071,552/13,344,228 | 1h27m | 4.469 | — | — | — | —
02:15:11 | 4.4.2 | 2/9 | 1175/2896 |  15.62% | 2,084,352/13,344,228 | 1h27m | 4.914 | — | — | — | —
02:15:17 | 4.4.2 | 2/9 | 1200/2896 |  15.72% | 2,097,152/13,344,228 | 1h27m | 4.712 | — | — | — | —
02:15:23 | 4.4.2 | 2/9 | 1225/2896 |  15.81% | 2,109,952/13,344,228 | 1h27m | 4.667 | — | — | — | —
02:15:29 | 4.4.2 | 2/9 | 1250/2896 |  15.91% | 2,122,752/13,344,228 | 1h27m | 4.255 | — | — | — | —
02:15:35 | 4.4.2 | 2/9 | 1275/2896 |  16.00% | 2,135,552/13,344,228 | 1h27m | 4.695 | — | — | — | —
02:15:41 | 4.4.2 | 2/9 | 1300/2896 |  16.10% | 2,148,352/13,344,228 | 1h27m | 4.828 | — | — | — | —
02:15:47 | 4.4.2 | 2/9 | 1325/2896 |  16.19% | 2,161,152/13,344,228 | 1h27m | 4.481 | — | — | — | —
02:15:53 | 4.4.2 | 2/9 | 1350/2896 |  16.29% | 2,173,952/13,344,228 | 1h26m | 4.468 | — | — | — | —
02:15:59 | 4.4.2 | 2/9 | 1375/2896 |  16.39% | 2,186,752/13,344,228 | 1h26m | 4.479 | — | — | — | —
02:16:05 | 4.4.2 | 2/9 | 1400/2896 |  16.48% | 2,199,552/13,344,228 | 1h26m | 4.394 | — | — | — | —
02:16:10 | 4.4.2 | 2/9 | 1425/2896 |  16.58% | 2,212,352/13,344,228 | 1h26m | 4.876 | — | — | — | —
02:16:16 | 4.4.2 | 2/9 | 1450/2896 |  16.67% | 2,225,152/13,344,228 | 1h26m | 4.657 | — | — | — | —
02:16:22 | 4.4.2 | 2/9 | 1475/2896 |  16.77% | 2,237,952/13,344,228 | 1h26m | 4.538 | — | — | — | —
02:16:28 | 4.4.2 | 2/9 | 1500/2896 |  16.87% | 2,250,752/13,344,228 | 1h26m | 4.694 | — | — | — | —
02:16:34 | 4.4.2 | 2/9 | 1525/2896 |  16.96% | 2,263,552/13,344,228 | 1h26m | 5.033 | — | — | — | —
02:16:39 | 4.4.2 | 2/9 | 1550/2896 |  17.06% | 2,276,352/13,344,228 | 1h26m | 5.052 | — | — | — | —
02:16:45 | 4.4.2 | 2/9 | 1575/2896 |  17.15% | 2,289,152/13,344,228 | 1h25m | 4.812 | — | — | — | —
02:16:51 | 4.4.2 | 2/9 | 1600/2896 |  17.25% | 2,301,952/13,344,228 | 1h25m | 4.617 | — | — | — | —
02:16:57 | 4.4.2 | 2/9 | 1625/2896 |  17.35% | 2,314,752/13,344,228 | 1h25m | 4.530 | — | — | — | —
02:17:03 | 4.4.2 | 2/9 | 1650/2896 |  17.44% | 2,327,552/13,344,228 | 1h25m | 4.698 | — | — | — | —
02:17:09 | 4.4.2 | 2/9 | 1675/2896 |  17.54% | 2,340,352/13,344,228 | 1h25m | 4.538 | — | — | — | —
02:17:14 | 4.4.2 | 2/9 | 1700/2896 |  17.63% | 2,353,152/13,344,228 | 1h25m | 4.539 | — | — | — | —
02:17:20 | 4.4.2 | 2/9 | 1725/2896 |  17.73% | 2,365,952/13,344,228 | 1h25m | 4.623 | — | — | — | —
02:17:26 | 4.4.2 | 2/9 | 1750/2896 |  17.83% | 2,378,752/13,344,228 | 1h25m | 4.622 | — | — | — | —
02:17:32 | 4.4.2 | 2/9 | 1775/2896 |  17.92% | 2,391,552/13,344,228 | 1h25m | 4.697 | — | — | — | —
02:17:38 | 4.4.2 | 2/9 | 1800/2896 |  18.02% | 2,404,352/13,344,228 | 1h24m | 4.283 | — | — | — | —
02:17:44 | 4.4.2 | 2/9 | 1825/2896 |  18.11% | 2,417,152/13,344,228 | 1h24m | 4.459 | — | — | — | —
02:17:50 | 4.4.2 | 2/9 | 1850/2896 |  18.21% | 2,429,952/13,344,228 | 1h24m | 4.489 | — | — | — | —
02:17:55 | 4.4.2 | 2/9 | 1875/2896 |  18.30% | 2,442,752/13,344,228 | 1h24m | 4.777 | — | — | — | —
02:18:01 | 4.4.2 | 2/9 | 1900/2896 |  18.40% | 2,455,552/13,344,228 | 1h24m | 4.633 | — | — | — | —
02:18:07 | 4.4.2 | 2/9 | 1925/2896 |  18.50% | 2,468,352/13,344,228 | 1h24m | 4.420 | — | — | — | —
02:18:13 | 4.4.2 | 2/9 | 1950/2896 |  18.59% | 2,481,152/13,344,228 | 1h24m | 4.478 | — | — | — | —
02:18:19 | 4.4.2 | 2/9 | 1975/2896 |  18.69% | 2,493,952/13,344,228 | 1h24m | 4.393 | — | — | — | —
02:18:25 | 4.4.2 | 2/9 | 2000/2896 |  18.78% | 2,506,752/13,344,228 | 1h24m | 4.435 | — | — | — | —
02:18:31 | 4.4.2 | 2/9 | 2025/2896 |  18.88% | 2,519,552/13,344,228 | 1h24m | 4.746 | — | — | — | —
02:18:37 | 4.4.2 | 2/9 | 2050/2896 |  18.98% | 2,532,352/13,344,228 | 1h23m | 4.477 | — | — | — | —
02:18:42 | 4.4.2 | 2/9 | 2075/2896 |  19.07% | 2,545,152/13,344,228 | 1h23m | 4.601 | — | — | — | —
02:18:48 | 4.4.2 | 2/9 | 2100/2896 |  19.17% | 2,557,952/13,344,228 | 1h23m | 4.711 | — | — | — | —
02:18:54 | 4.4.2 | 2/9 | 2125/2896 |  19.26% | 2,570,752/13,344,228 | 1h23m | 4.383 | — | — | — | —
