time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
07:11:48 | 4.3 | 3/10 | 2550/4369 |  25.84% | 5,779,456/22,368,840 | 2h18m | 3.018 | — | — | — | —
07:11:54 | 4.3 | 3/10 | 2575/4369 |  25.89% | 5,792,256/22,368,840 | 2h18m | 3.112 | — | — | — | —
07:12:00 | 4.3 | 3/10 | 2600/4369 |  25.95% | 5,805,056/22,368,840 | 2h18m | 3.156 | — | — | — | —
07:12:06 | 4.3 | 3/10 | 2625/4369 |  26.01% | 5,817,856/22,368,840 | 2h18m | 3.101 | — | — | — | —
07:12:14 | 4.3 | 3/10 | 2650/4369 |  26.07% | 5,830,656/22,368,840 | 2h18m | 3.029 | — | — | — | —
07:12:20 | 4.3 | 3/10 | 2675/4369 |  26.12% | 5,843,456/22,368,840 | 2h18m | 3.112 | — | — | — | —
07:12:26 | 4.3 | 3/10 | 2700/4369 |  26.18% | 5,856,256/22,368,840 | 2h17m | 2.991 | — | — | — | —
07:12:32 | 4.3 | 3/10 | 2725/4369 |  26.24% | 5,869,056/22,368,840 | 2h17m | 2.968 | — | — | — | —
07:12:39 | 4.3 | 3/10 | 2750/4369 |  26.29% | 5,881,856/22,368,840 | 2h17m | 3.013 | — | — | — | —
07:12:46 | 4.3 | 3/10 | 2775/4369 |  26.35% | 5,894,656/22,368,840 | 2h17m | 3.212 | — | — | — | —
07:12:52 | 4.3 | 3/10 | 2800/4369 |  26.41% | 5,907,456/22,368,840 | 2h17m | 2.990 | — | — | — | —
07:12:58 | 4.3 | 3/10 | 2825/4369 |  26.47% | 5,920,256/22,368,840 | 2h17m | 3.046 | — | — | — | —
07:13:04 | 4.3 | 3/10 | 2850/4369 |  26.52% | 5,933,056/22,368,840 | 2h17m | 3.066 | — | — | — | —
07:13:11 | 4.3 | 3/10 | 2875/4369 |  26.58% | 5,945,856/22,368,840 | 2h17m | 3.053 | — | — | — | —
07:13:17 | 4.3 | 3/10 | 2900/4369 |  26.64% | 5,958,656/22,368,840 | 2h17m | 3.016 | — | — | — | —
07:13:24 | 4.3 | 3/10 | 2925/4369 |  26.69% | 5,971,456/22,368,840 | 2h16m | 3.098 | — | — | — | —
07:13:30 | 4.3 | 3/10 | 2950/4369 |  26.75% | 5,984,256/22,368,840 | 2h16m | 2.969 | — | — | — | —
07:13:37 | 4.3 | 3/10 | 2975/4369 |  26.81% | 5,997,056/22,368,840 | 2h16m | 3.026 | — | — | — | —
07:13:43 | 4.3 | 3/10 | 3000/4369 |  26.87% | 6,009,856/22,368,840 | 2h16m | 3.100 | — | — | — | —
07:13:50 | 4.3 | 3/10 | 3025/4369 |  26.92% | 6,022,656/22,368,840 | 2h16m | 3.056 | — | — | — | —
07:13:56 | 4.3 | 3/10 | 3050/4369 |  26.98% | 6,035,456/22,368,840 | 2h16m | 3.166 | — | — | — | —
07:14:02 | 4.3 | 3/10 | 3075/4369 |  27.04% | 6,048,256/22,368,840 | 2h16m | 2.947 | — | — | — | —
07:14:09 | 4.3 | 3/10 | 3100/4369 |  27.10% | 6,061,056/22,368,840 | 2h16m | 2.959 | — | — | — | —
07:14:16 | 4.3 | 3/10 | 3125/4369 |  27.15% | 6,073,856/22,368,840 | 2h16m | 2.927 | — | — | — | —
07:14:22 | 4.3 | 3/10 | 3150/4369 |  27.21% | 6,086,656/22,368,840 | 2h16m | 3.127 | — | — | — | —
07:14:28 | 4.3 | 3/10 | 3175/4369 |  27.27% | 6,099,456/22,368,840 | 2h15m | 3.083 | — | — | — | —
07:14:35 | 4.3 | 3/10 | 3200/4369 |  27.32% | 6,112,256/22,368,840 | 2h15m | 3.078 | — | — | — | —
07:14:41 | 4.3 | 3/10 | 3225/4369 |  27.38% | 6,125,056/22,368,840 | 2h15m | 3.098 | — | — | — | —
07:14:47 | 4.3 | 3/10 | 3250/4369 |  27.44% | 6,137,856/22,368,840 | 2h15m | 3.072 | — | — | — | —
07:14:55 | 4.3 | 3/10 | 3275/4369 |  27.50% | 6,150,656/22,368,840 | 2h15m | 3.008 | — | — | — | —
07:15:01 | 4.3 | 3/10 | 3300/4369 |  27.55% | 6,163,456/22,368,840 | 2h15m | 3.049 | — | — | — | —
07:15:07 | 4.3 | 3/10 | 3325/4369 |  27.61% | 6,176,256/22,368,840 | 2h15m | 2.974 | — | — | — | —
07:15:13 | 4.3 | 3/10 | 3350/4369 |  27.67% | 6,189,056/22,368,840 | 2h15m | 3.087 | — | — | — | —
07:15:20 | 4.3 | 3/10 | 3375/4369 |  27.72% | 6,201,856/22,368,840 | 2h15m | 3.009 | — | — | — | —
07:15:27 | 4.3 | 3/10 | 3400/4369 |  27.78% | 6,214,656/22,368,840 | 2h14m | 3.006 | — | — | — | —
07:15:33 | 4.3 | 3/10 | 3425/4369 |  27.84% | 6,227,456/22,368,840 | 2h14m | 3.006 | — | — | — | —
07:15:39 | 4.3 | 3/10 | 3450/4369 |  27.90% | 6,240,256/22,368,840 | 2h14m | 2.958 | — | — | — | —
07:15:46 | 4.3 | 3/10 | 3475/4369 |  27.95% | 6,253,056/22,368,840 | 2h14m | 3.127 | — | — | — | —
07:15:53 | 4.3 | 3/10 | 3500/4369 |  28.01% | 6,265,856/22,368,840 | 2h14m | 2.880 | — | — | — | —
07:15:59 | 4.3 | 3/10 | 3525/4369 |  28.07% | 6,278,656/22,368,840 | 2h14m | 3.049 | — | — | — | —
07:16:05 | 4.3 | 3/10 | 3550/4369 |  28.13% | 6,291,456/22,368,840 | 2h14m | 2.933 | — | — | — | —
07:16:11 | 4.3 | 3/10 | 3575/4369 |  28.18% | 6,304,256/22,368,840 | 2h14m | 2.902 | — | — | — | —
07:16:18 | 4.3 | 3/10 | 3600/4369 |  28.24% | 6,317,056/22,368,840 | 2h14m | 2.941 | — | — | — | —
07:16:25 | 4.3 | 3/10 | 3625/4369 |  28.30% | 6,329,856/22,368,840 | 2h14m | 3.077 | — | — | — | —
07:16:31 | 4.3 | 3/10 | 3650/4369 |  28.35% | 6,342,656/22,368,840 | 2h13m | 3.171 | — | — | — | —
07:16:38 | 4.3 | 3/10 | 3675/4369 |  28.41% | 6,355,456/22,368,840 | 2h13m | 2.946 | — | — | — | —
07:16:45 | 4.3 | 3/10 | 3700/4369 |  28.47% | 6,368,256/22,368,840 | 2h13m | 2.927 | — | — | — | —
07:16:51 | 4.3 | 3/10 | 3725/4369 |  28.53% | 6,381,056/22,368,840 | 2h13m | 3.101 | — | — | — | —
07:16:57 | 4.3 | 3/10 | 3750/4369 |  28.58% | 6,393,856/22,368,840 | 2h13m | 3.073 | — | — | — | —
07:17:04 | 4.3 | 3/10 | 3775/4369 |  28.64% | 6,406,656/22,368,840 | 2h13m | 3.061 | — | — | — | —
07:17:10 | 4.3 | 3/10 | 3800/4369 |  28.70% | 6,419,456/22,368,840 | 2h13m | 2.947 | — | — | — | —
07:17:17 | 4.3 | 3/10 | 3825/4369 |  28.75% | 6,432,256/22,368,840 | 2h13m | 3.099 | — | — | — | —
07:17:23 | 4.3 | 3/10 | 3850/4369 |  28.81% | 6,445,056/22,368,840 | 2h13m | 3.148 | — | — | — | —
07:17:29 | 4.3 | 3/10 | 3875/4369 |  28.87% | 6,457,856/22,368,840 | 2h12m | 3.025 | — | — | — | —
07:17:36 | 4.3 | 3/10 | 3900/4369 |  28.93% | 6,470,656/22,368,840 | 2h12m | 2.927 | — | — | — | —
07:17:43 | 4.3 | 3/10 | 3925/4369 |  28.98% | 6,483,456/22,368,840 | 2h12m | 3.014 | — | — | — | —
07:17:49 | 4.3 | 3/10 | 3950/4369 |  29.04% | 6,496,256/22,368,840 | 2h12m | 2.919 | — | — | — | —
07:17:55 | 4.3 | 3/10 | 3975/4369 |  29.10% | 6,509,056/22,368,840 | 2h12m | 3.053 | — | — | — | —
07:18:01 | 4.3 | 3/10 | 4000/4369 |  29.16% | 6,521,856/22,368,840 | 2h12m | 3.044 | — | — | — | —
07:18:07 | 4.3 | 3/10 | 4025/4369 |  29.21% | 6,534,656/22,368,840 | 2h12m | 3.094 | — | — | — | —
07:18:14 | 4.3 | 3/10 | 4050/4369 |  29.27% | 6,547,456/22,368,840 | 2h12m | 3.043 | — | — | — | —
07:18:20 | 4.3 | 3/10 | 4075/4369 |  29.33% | 6,560,256/22,368,840 | 2h12m | 3.029 | — | — | — | —
07:18:26 | 4.3 | 3/10 | 4100/4369 |  29.38% | 6,573,056/22,368,840 | 2h11m | 3.060 | — | — | — | —
07:18:32 | 4.3 | 3/10 | 4125/4369 |  29.44% | 6,585,856/22,368,840 | 2h11m | 2.930 | — | — | — | —
07:18:38 | 4.3 | 3/10 | 4150/4369 |  29.50% | 6,598,656/22,368,840 | 2h11m | 3.096 | — | — | — | —
07:18:45 | 4.3 | 3/10 | 4175/4369 |  29.56% | 6,611,456/22,368,840 | 2h11m | 3.013 | — | — | — | —
07:18:51 | 4.3 | 3/10 | 4200/4369 |  29.61% | 6,624,256/22,368,840 | 2h11m | 2.904 | — | — | — | —
07:18:57 | 4.3 | 3/10 | 4225/4369 |  29.67% | 6,637,056/22,368,840 | 2h11m | 2.959 | — | — | — | —
07:19:03 | 4.3 | 3/10 | 4250/4369 |  29.73% | 6,649,856/22,368,840 | 2h11m | 3.002 | — | — | — | —
07:19:09 | 4.3 | 3/10 | 4275/4369 |  29.78% | 6,662,656/22,368,840 | 2h11m | 3.116 | — | — | — | —
07:19:16 | 4.3 | 3/10 | 4300/4369 |  29.84% | 6,675,456/22,368,840 | 2h11m | 2.964 | — | — | — | —
07:19:22 | 4.3 | 3/10 | 4325/4369 |  29.90% | 6,688,256/22,368,840 | 2h10m | 3.127 | — | — | — | —
07:19:28 | 4.3 | 3/10 | 4350/4369 |  29.96% | 6,701,056/22,368,840 | 2h10m | 3.146 | — | — | — | —
07:19:33 | 4.3 | 3/10 | 4369/4369 |  30.00% | 6,710,784/22,368,840 | 2h10m | 3.110 | — | — | — | —
07:19:44 | validation | 3/10 | epoch-end |  30.00% | 6,710,652/22,368,840 | 2h11m | 3.053 |  54.25% |  43.41% |   4.64% | 1.538
07:19:44 | 4.3 | 4/10 | 1/4369 |  30.00% | 6,711,296/22,368,840 | 2h11m | 3.004 | — | — | — | —
07:19:50 | 4.3 | 4/10 | 25/4369 |  30.06% | 6,723,584/22,368,840 | 2h11m | 3.139 | — | — | — | —
07:19:56 | 4.3 | 4/10 | 50/4369 |  30.11% | 6,736,384/22,368,840 | 2h10m | 2.949 | — | — | — | —
07:20:03 | 4.3 | 4/10 | 75/4369 |  30.17% | 6,749,184/22,368,840 | 2h10m | 2.993 | — | — | — | —
07:20:09 | 4.3 | 4/10 | 100/4369 |  30.23% | 6,761,984/22,368,840 | 2h10m | 3.049 | — | — | — | —
07:20:15 | 4.3 | 4/10 | 125/4369 |  30.29% | 6,774,784/22,368,840 | 2h10m | 3.008 | — | — | — | —
07:20:21 | 4.3 | 4/10 | 150/4369 |  30.34% | 6,787,584/22,368,840 | 2h10m | 3.042 | — | — | — | —
07:20:28 | 4.3 | 4/10 | 175/4369 |  30.40% | 6,800,384/22,368,840 | 2h10m | 2.933 | — | — | — | —
07:20:34 | 4.3 | 4/10 | 200/4369 |  30.46% | 6,813,184/22,368,840 | 2h10m | 2.902 | — | — | — | —
07:20:40 | 4.3 | 4/10 | 225/4369 |  30.51% | 6,825,984/22,368,840 | 2h10m | 2.964 | — | — | — | —
07:20:47 | 4.3 | 4/10 | 250/4369 |  30.57% | 6,838,784/22,368,840 | 2h10m | 3.011 | — | — | — | —
07:20:53 | 4.3 | 4/10 | 275/4369 |  30.63% | 6,851,584/22,368,840 | 2h09m | 2.979 | — | — | — | —
07:20:59 | 4.3 | 4/10 | 300/4369 |  30.69% | 6,864,384/22,368,840 | 2h09m | 2.920 | — | — | — | —
07:21:05 | 4.3 | 4/10 | 325/4369 |  30.74% | 6,877,184/22,368,840 | 2h09m | 3.016 | — | — | — | —
07:21:12 | 4.3 | 4/10 | 350/4369 |  30.80% | 6,889,984/22,368,840 | 2h09m | 2.951 | — | — | — | —
07:21:18 | 4.3 | 4/10 | 375/4369 |  30.86% | 6,902,784/22,368,840 | 2h09m | 3.146 | — | — | — | —
07:21:24 | 4.3 | 4/10 | 400/4369 |  30.92% | 6,915,584/22,368,840 | 2h09m | 2.941 | — | — | — | —
07:21:30 | 4.3 | 4/10 | 425/4369 |  30.97% | 6,928,384/22,368,840 | 2h09m | 2.843 | — | — | — | —
07:21:37 | 4.3 | 4/10 | 450/4369 |  31.03% | 6,941,184/22,368,840 | 2h09m | 3.089 | — | — | — | —
07:21:43 | 4.3 | 4/10 | 475/4369 |  31.09% | 6,953,984/22,368,840 | 2h08m | 2.989 | — | — | — | —
07:21:49 | 4.3 | 4/10 | 500/4369 |  31.14% | 6,966,784/22,368,840 | 2h08m | 3.017 | — | — | — | —
07:21:56 | 4.3 | 4/10 | 525/4369 |  31.20% | 6,979,584/22,368,840 | 2h08m | 3.047 | — | — | — | —
07:22:02 | 4.3 | 4/10 | 550/4369 |  31.26% | 6,992,384/22,368,840 | 2h08m | 3.084 | — | — | — | —
07:22:09 | 4.3 | 4/10 | 575/4369 |  31.32% | 7,005,184/22,368,840 | 2h08m | 3.006 | — | — | — | —
07:22:15 | 4.3 | 4/10 | 600/4369 |  31.37% | 7,017,984/22,368,840 | 2h08m | 3.001 | — | — | — | —
07:22:21 | 4.3 | 4/10 | 625/4369 |  31.43% | 7,030,784/22,368,840 | 2h08m | 2.995 | — | — | — | —
07:22:28 | 4.3 | 4/10 | 650/4369 |  31.49% | 7,043,584/22,368,840 | 2h08m | 2.964 | — | — | — | —
07:22:34 | 4.3 | 4/10 | 675/4369 |  31.54% | 7,056,384/22,368,840 | 2h08m | 2.948 | — | — | — | —
07:22:40 | 4.3 | 4/10 | 700/4369 |  31.60% | 7,069,184/22,368,840 | 2h08m | 3.041 | — | — | — | —
07:22:47 | 4.3 | 4/10 | 725/4369 |  31.66% | 7,081,984/22,368,840 | 2h07m | 3.235 | — | — | — | —
07:22:53 | 4.3 | 4/10 | 750/4369 |  31.72% | 7,094,784/22,368,840 | 2h07m | 2.895 | — | — | — | —
07:22:59 | 4.3 | 4/10 | 775/4369 |  31.77% | 7,107,584/22,368,840 | 2h07m | 3.054 | — | — | — | —
07:23:06 | 4.3 | 4/10 | 800/4369 |  31.83% | 7,120,384/22,368,840 | 2h07m | 3.135 | — | — | — | —
07:23:13 | 4.3 | 4/10 | 825/4369 |  31.89% | 7,133,184/22,368,840 | 2h07m | 2.957 | — | — | — | —
07:23:19 | 4.3 | 4/10 | 850/4369 |  31.95% | 7,145,984/22,368,840 | 2h07m | 2.935 | — | — | — | —
07:23:25 | 4.3 | 4/10 | 875/4369 |  32.00% | 7,158,784/22,368,840 | 2h07m | 3.036 | — | — | — | —
07:23:31 | 4.3 | 4/10 | 900/4369 |  32.06% | 7,171,584/22,368,840 | 2h07m | 2.968 | — | — | — | —
07:23:38 | 4.3 | 4/10 | 925/4369 |  32.12% | 7,184,384/22,368,840 | 2h07m | 2.994 | — | — | — | —
07:23:44 | 4.3 | 4/10 | 950/4369 |  32.17% | 7,197,184/22,368,840 | 2h06m | 2.891 | — | — | — | —
07:23:51 | 4.3 | 4/10 | 975/4369 |  32.23% | 7,209,984/22,368,840 | 2h06m | 2.995 | — | — | — | —
07:23:57 | 4.3 | 4/10 | 1000/4369 |  32.29% | 7,222,784/22,368,840 | 2h06m | 2.951 | — | — | — | —
07:24:03 | 4.3 | 4/10 | 1025/4369 |  32.35% | 7,235,584/22,368,840 | 2h06m | 2.957 | — | — | — | —
07:24:09 | 4.3 | 4/10 | 1050/4369 |  32.40% | 7,248,384/22,368,840 | 2h06m | 2.985 | — | — | — | —
07:24:16 | 4.3 | 4/10 | 1075/4369 |  32.46% | 7,261,184/22,368,840 | 2h06m | 2.945 | — | — | — | —
07:24:22 | 4.3 | 4/10 | 1100/4369 |  32.52% | 7,273,984/22,368,840 | 2h06m | 2.986 | — | — | — | —
07:24:28 | 4.3 | 4/10 | 1125/4369 |  32.57% | 7,286,784/22,368,840 | 2h06m | 2.956 | — | — | — | —
07:24:34 | 4.3 | 4/10 | 1150/4369 |  32.63% | 7,299,584/22,368,840 | 2h06m | 2.942 | — | — | — | —
07:24:41 | 4.3 | 4/10 | 1175/4369 |  32.69% | 7,312,384/22,368,840 | 2h05m | 3.101 | — | — | — | —
07:24:48 | 4.3 | 4/10 | 1200/4369 |  32.75% | 7,325,184/22,368,840 | 2h05m | 3.022 | — | — | — | —
07:24:54 | 4.3 | 4/10 | 1225/4369 |  32.80% | 7,337,984/22,368,840 | 2h05m | 3.008 | — | — | — | —
07:25:00 | 4.3 | 4/10 | 1250/4369 |  32.86% | 7,350,784/22,368,840 | 2h05m | 3.002 | — | — | — | —
07:25:06 | 4.3 | 4/10 | 1275/4369 |  32.92% | 7,363,584/22,368,840 | 2h05m | 3.088 | — | — | — | —
07:25:13 | 4.3 | 4/10 | 1300/4369 |  32.98% | 7,376,384/22,368,840 | 2h05m | 3.015 | — | — | — | —
07:25:19 | 4.3 | 4/10 | 1325/4369 |  33.03% | 7,389,184/22,368,840 | 2h05m | 3.095 | — | — | — | —
07:25:25 | 4.3 | 4/10 | 1350/4369 |  33.09% | 7,401,984/22,368,840 | 2h05m | 2.839 | — | — | — | —
07:25:32 | 4.3 | 4/10 | 1375/4369 |  33.15% | 7,414,784/22,368,840 | 2h05m | 2.932 | — | — | — | —
07:25:38 | 4.3 | 4/10 | 1400/4369 |  33.20% | 7,427,584/22,368,840 | 2h04m | 3.063 | — | — | — | —
07:25:45 | 4.3 | 4/10 | 1425/4369 |  33.26% | 7,440,384/22,368,840 | 2h04m | 2.999 | — | — | — | —
07:25:51 | 4.3 | 4/10 | 1450/4369 |  33.32% | 7,453,184/22,368,840 | 2h04m | 2.875 | — | — | — | —
07:25:57 | 4.3 | 4/10 | 1475/4369 |  33.38% | 7,465,984/22,368,840 | 2h04m | 2.991 | — | — | — | —
07:26:04 | 4.3 | 4/10 | 1500/4369 |  33.43% | 7,478,784/22,368,840 | 2h04m | 2.838 | — | — | — | —
07:26:10 | 4.3 | 4/10 | 1525/4369 |  33.49% | 7,491,584/22,368,840 | 2h04m | 3.025 | — | — | — | —
07:26:16 | 4.3 | 4/10 | 1550/4369 |  33.55% | 7,504,384/22,368,840 | 2h04m | 3.066 | — | — | — | —
07:26:23 | 4.3 | 4/10 | 1575/4369 |  33.60% | 7,517,184/22,368,840 | 2h04m | 3.011 | — | — | — | —
07:26:29 | 4.3 | 4/10 | 1600/4369 |  33.66% | 7,529,984/22,368,840 | 2h04m | 2.893 | — | — | — | —
07:26:36 | 4.3 | 4/10 | 1625/4369 |  33.72% | 7,542,784/22,368,840 | 2h03m | 2.911 | — | — | — | —
07:26:42 | 4.3 | 4/10 | 1650/4369 |  33.78% | 7,555,584/22,368,840 | 2h03m | 3.053 | — | — | — | —
07:26:48 | 4.3 | 4/10 | 1675/4369 |  33.83% | 7,568,384/22,368,840 | 2h03m | 2.940 | — | — | — | —
07:26:54 | 4.3 | 4/10 | 1700/4369 |  33.89% | 7,581,184/22,368,840 | 2h03m | 2.988 | — | — | — | —
07:27:00 | 4.3 | 4/10 | 1725/4369 |  33.95% | 7,593,984/22,368,840 | 2h03m | 3.101 | — | — | — | —
07:27:07 | 4.3 | 4/10 | 1750/4369 |  34.01% | 7,606,784/22,368,840 | 2h03m | 3.016 | — | — | — | —
07:27:13 | 4.3 | 4/10 | 1775/4369 |  34.06% | 7,619,584/22,368,840 | 2h03m | 2.907 | — | — | — | —
07:27:20 | 4.3 | 4/10 | 1800/4369 |  34.12% | 7,632,384/22,368,840 | 2h03m | 2.913 | — | — | — | —
07:27:26 | 4.3 | 4/10 | 1825/4369 |  34.18% | 7,645,184/22,368,840 | 2h03m | 2.826 | — | — | — | —
07:27:32 | 4.3 | 4/10 | 1850/4369 |  34.23% | 7,657,984/22,368,840 | 2h02m | 3.052 | — | — | — | —
07:27:38 | 4.3 | 4/10 | 1875/4369 |  34.29% | 7,670,784/22,368,840 | 2h02m | 2.911 | — | — | — | —
07:27:45 | 4.3 | 4/10 | 1900/4369 |  34.35% | 7,683,584/22,368,840 | 2h02m | 3.011 | — | — | — | —
07:27:51 | 4.3 | 4/10 | 1925/4369 |  34.41% | 7,696,384/22,368,840 | 2h02m | 3.167 | — | — | — | —
07:27:57 | 4.3 | 4/10 | 1950/4369 |  34.46% | 7,709,184/22,368,840 | 2h02m | 2.879 | — | — | — | —
07:28:04 | 4.3 | 4/10 | 1975/4369 |  34.52% | 7,721,984/22,368,840 | 2h02m | 2.973 | — | — | — | —
07:28:10 | 4.3 | 4/10 | 2000/4369 |  34.58% | 7,734,784/22,368,840 | 2h02m | 2.843 | — | — | — | —
07:28:16 | 4.3 | 4/10 | 2025/4369 |  34.63% | 7,747,584/22,368,840 | 2h02m | 3.079 | — | — | — | —
07:28:23 | 4.3 | 4/10 | 2050/4369 |  34.69% | 7,760,384/22,368,840 | 2h02m | 2.950 | — | — | — | —
07:28:29 | 4.3 | 4/10 | 2075/4369 |  34.75% | 7,773,184/22,368,840 | 2h01m | 2.919 | — | — | — | —
07:28:35 | 4.3 | 4/10 | 2100/4369 |  34.81% | 7,785,984/22,368,840 | 2h01m | 2.952 | — | — | — | —
07:28:41 | 4.3 | 4/10 | 2125/4369 |  34.86% | 7,798,784/22,368,840 | 2h01m | 3.015 | — | — | — | —
07:28:48 | 4.3 | 4/10 | 2150/4369 |  34.92% | 7,811,584/22,368,840 | 2h01m | 3.015 | — | — | — | —
07:28:55 | 4.3 | 4/10 | 2175/4369 |  34.98% | 7,824,384/22,368,840 | 2h01m | 2.956 | — | — | — | —
07:29:01 | 4.3 | 4/10 | 2200/4369 |  35.04% | 7,837,184/22,368,840 | 2h01m | 3.043 | — | — | — | —
07:29:07 | 4.3 | 4/10 | 2225/4369 |  35.09% | 7,849,984/22,368,840 | 2h01m | 2.960 | — | — | — | —
07:29:13 | 4.3 | 4/10 | 2250/4369 |  35.15% | 7,862,784/22,368,840 | 2h01m | 3.132 | — | — | — | —
07:29:19 | 4.3 | 4/10 | 2275/4369 |  35.21% | 7,875,584/22,368,840 | 2h01m | 2.955 | — | — | — | —
07:29:26 | 4.3 | 4/10 | 2300/4369 |  35.26% | 7,888,384/22,368,840 | 2h00m | 2.984 | — | — | — | —
07:29:32 | 4.3 | 4/10 | 2325/4369 |  35.32% | 7,901,184/22,368,840 | 2h00m | 2.996 | — | — | — | —
07:29:38 | 4.3 | 4/10 | 2350/4369 |  35.38% | 7,913,984/22,368,840 | 2h00m | 2.923 | — | — | — | —
07:29:45 | 4.3 | 4/10 | 2375/4369 |  35.44% | 7,926,784/22,368,840 | 2h00m | 3.025 | — | — | — | —
07:29:51 | 4.3 | 4/10 | 2400/4369 |  35.49% | 7,939,584/22,368,840 | 2h00m | 2.940 | — | — | — | —
07:29:57 | 4.3 | 4/10 | 2425/4369 |  35.55% | 7,952,384/22,368,840 | 2h00m | 2.997 | — | — | — | —
07:30:03 | 4.3 | 4/10 | 2450/4369 |  35.61% | 7,965,184/22,368,840 | 2h00m | 3.040 | — | — | — | —
07:30:10 | 4.3 | 4/10 | 2475/4369 |  35.66% | 7,977,984/22,368,840 | 2h00m | 2.919 | — | — | — | —
07:30:16 | 4.3 | 4/10 | 2500/4369 |  35.72% | 7,990,784/22,368,840 | 2h00m | 2.966 | — | — | — | —
07:30:22 | 4.3 | 4/10 | 2525/4369 |  35.78% | 8,003,584/22,368,840 | 1h59m | 2.882 | — | — | — | —
07:30:29 | 4.3 | 4/10 | 2550/4369 |  35.84% | 8,016,384/22,368,840 | 1h59m | 2.862 | — | — | — | —
07:30:35 | 4.3 | 4/10 | 2575/4369 |  35.89% | 8,029,184/22,368,840 | 1h59m | 3.018 | — | — | — | —
07:30:41 | 4.3 | 4/10 | 2600/4369 |  35.95% | 8,041,984/22,368,840 | 1h59m | 2.876 | — | — | — | —
07:30:47 | 4.3 | 4/10 | 2625/4369 |  36.01% | 8,054,784/22,368,840 | 1h59m | 2.990 | — | — | — | —
07:30:54 | 4.3 | 4/10 | 2650/4369 |  36.07% | 8,067,584/22,368,840 | 1h59m | 2.892 | — | — | — | —
07:31:00 | 4.3 | 4/10 | 2675/4369 |  36.12% | 8,080,384/22,368,840 | 1h59m | 3.047 | — | — | — | —
07:31:06 | 4.3 | 4/10 | 2700/4369 |  36.18% | 8,093,184/22,368,840 | 1h59m | 2.916 | — | — | — | —
07:31:13 | 4.3 | 4/10 | 2725/4369 |  36.24% | 8,105,984/22,368,840 | 1h59m | 3.029 | — | — | — | —
07:31:19 | 4.3 | 4/10 | 2750/4369 |  36.29% | 8,118,784/22,368,840 | 1h58m | 2.989 | — | — | — | —
07:31:26 | 4.3 | 4/10 | 2775/4369 |  36.35% | 8,131,584/22,368,840 | 1h58m | 2.929 | — | — | — | —
07:31:32 | 4.3 | 4/10 | 2800/4369 |  36.41% | 8,144,384/22,368,840 | 1h58m | 2.867 | — | — | — | —
07:31:38 | 4.3 | 4/10 | 2825/4369 |  36.47% | 8,157,184/22,368,840 | 1h58m | 3.036 | — | — | — | —
07:31:45 | 4.3 | 4/10 | 2850/4369 |  36.52% | 8,169,984/22,368,840 | 1h58m | 3.023 | — | — | — | —
07:31:52 | 4.3 | 4/10 | 2875/4369 |  36.58% | 8,182,784/22,368,840 | 1h58m | 3.119 | — | — | — | —
07:31:58 | 4.3 | 4/10 | 2900/4369 |  36.64% | 8,195,584/22,368,840 | 1h58m | 2.981 | — | — | — | —
07:32:04 | 4.3 | 4/10 | 2925/4369 |  36.69% | 8,208,384/22,368,840 | 1h58m | 3.013 | — | — | — | —
07:32:11 | 4.3 | 4/10 | 2950/4369 |  36.75% | 8,221,184/22,368,840 | 1h58m | 2.911 | — | — | — | —
07:32:17 | 4.3 | 4/10 | 2975/4369 |  36.81% | 8,233,984/22,368,840 | 1h58m | 2.951 | — | — | — | —
07:32:24 | 4.3 | 4/10 | 3000/4369 |  36.87% | 8,246,784/22,368,840 | 1h57m | 2.947 | — | — | — | —
07:32:30 | 4.3 | 4/10 | 3025/4369 |  36.92% | 8,259,584/22,368,840 | 1h57m | 3.046 | — | — | — | —
07:32:36 | 4.3 | 4/10 | 3050/4369 |  36.98% | 8,272,384/22,368,840 | 1h57m | 3.034 | — | — | — | —
07:32:43 | 4.3 | 4/10 | 3075/4369 |  37.04% | 8,285,184/22,368,840 | 1h57m | 3.050 | — | — | — | —
07:32:49 | 4.3 | 4/10 | 3100/4369 |  37.10% | 8,297,984/22,368,840 | 1h57m | 3.026 | — | — | — | —
07:32:55 | 4.3 | 4/10 | 3125/4369 |  37.15% | 8,310,784/22,368,840 | 1h57m | 2.963 | — | — | — | —
07:33:02 | 4.3 | 4/10 | 3150/4369 |  37.21% | 8,323,584/22,368,840 | 1h57m | 2.972 | — | — | — | —
07:33:08 | 4.3 | 4/10 | 3175/4369 |  37.27% | 8,336,384/22,368,840 | 1h57m | 2.923 | — | — | — | —
07:33:14 | 4.3 | 4/10 | 3200/4369 |  37.32% | 8,349,184/22,368,840 | 1h57m | 2.907 | — | — | — | —
07:33:21 | 4.3 | 4/10 | 3225/4369 |  37.38% | 8,361,984/22,368,840 | 1h56m | 2.902 | — | — | — | —
07:33:27 | 4.3 | 4/10 | 3250/4369 |  37.44% | 8,374,784/22,368,840 | 1h56m | 3.045 | — | — | — | —
07:33:33 | 4.3 | 4/10 | 3275/4369 |  37.50% | 8,387,584/22,368,840 | 1h56m | 2.984 | — | — | — | —
07:33:40 | 4.3 | 4/10 | 3300/4369 |  37.55% | 8,400,384/22,368,840 | 1h56m | 2.988 | — | — | — | —
