time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
01:56:38 | 4.4.1 | 2/12 | 400/5425 |   8.95% | 2,982,400/33,328,176 | 3h39m | 4.703 | — | — | — | —
01:56:43 | 4.4.1 | 2/12 | 425/5425 |   8.99% | 2,995,200/33,328,176 | 3h39m | 4.777 | — | — | — | —
01:56:48 | 4.4.1 | 2/12 | 450/5425 |   9.02% | 3,008,000/33,328,176 | 3h39m | 4.846 | — | — | — | —
01:56:53 | 4.4.1 | 2/12 | 475/5425 |   9.06% | 3,020,800/33,328,176 | 3h39m | 4.858 | — | — | — | —
01:56:59 | 4.4.1 | 2/12 | 500/5425 |   9.10% | 3,033,600/33,328,176 | 3h39m | 4.585 | — | — | — | —
01:57:04 | 4.4.1 | 2/12 | 525/5425 |   9.14% | 3,046,400/33,328,176 | 3h39m | 4.636 | — | — | — | —
01:57:09 | 4.4.1 | 2/12 | 550/5425 |   9.18% | 3,059,200/33,328,176 | 3h38m | 4.870 | — | — | — | —
01:57:14 | 4.4.1 | 2/12 | 575/5425 |   9.22% | 3,072,000/33,328,176 | 3h38m | 4.660 | — | — | — | —
01:57:20 | 4.4.1 | 2/12 | 600/5425 |   9.25% | 3,084,800/33,328,176 | 3h38m | 4.843 | — | — | — | —
01:57:25 | 4.4.1 | 2/12 | 625/5425 |   9.29% | 3,097,600/33,328,176 | 3h38m | 4.802 | — | — | — | —
01:57:30 | 4.4.1 | 2/12 | 650/5425 |   9.33% | 3,110,400/33,328,176 | 3h38m | 4.695 | — | — | — | —
