time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
02:45:53 | 4.4.1 | 1/11 | 1175/5425 |   1.97% | 601,600/30,550,828 | 3h59m | 4.609 | — | — | — | —
02:46:00 | 4.4.1 | 1/11 | 1200/5425 |   2.01% | 614,400/30,550,828 | 3h59m | 4.525 | — | — | — | —
02:46:06 | 4.4.1 | 1/11 | 1225/5425 |   2.05% | 627,200/30,550,828 | 3h59m | 5.076 | — | — | — | —
02:46:12 | 4.4.1 | 1/11 | 1250/5425 |   2.09% | 640,000/30,550,828 | 3h59m | 4.741 | — | — | — | —
02:46:19 | 4.4.1 | 1/11 | 1275/5425 |   2.14% | 652,800/30,550,828 | 3h59m | 4.673 | — | — | — | —
02:46:25 | 4.4.1 | 1/11 | 1300/5425 |   2.18% | 665,600/30,550,828 | 3h59m | 4.879 | — | — | — | —
02:46:31 | 4.4.1 | 1/11 | 1325/5425 |   2.22% | 678,400/30,550,828 | 3h59m | 4.289 | — | — | — | —
02:46:37 | 4.4.1 | 1/11 | 1350/5425 |   2.26% | 691,200/30,550,828 | 3h59m | 5.111 | — | — | — | —
02:46:43 | 4.4.1 | 1/11 | 1375/5425 |   2.30% | 704,000/30,550,828 | 3h59m | 4.507 | — | — | — | —
02:46:50 | 4.4.1 | 1/11 | 1400/5425 |   2.35% | 716,800/30,550,828 | 3h59m | 4.865 | — | — | — | —
02:46:56 | 4.4.1 | 1/11 | 1425/5425 |   2.39% | 729,600/30,550,828 | 3h59m | 4.585 | — | — | — | —
02:47:02 | 4.4.1 | 1/11 | 1450/5425 |   2.43% | 742,400/30,550,828 | 3h59m | 4.689 | — | — | — | —
02:47:08 | 4.4.1 | 1/11 | 1475/5425 |   2.47% | 755,200/30,550,828 | 3h59m | 5.130 | — | — | — | —
02:47:15 | 4.4.1 | 1/11 | 1500/5425 |   2.51% | 768,000/30,550,828 | 3h59m | 4.505 | — | — | — | —
02:47:21 | 4.4.1 | 1/11 | 1525/5425 |   2.56% | 780,800/30,550,828 | 3h59m | 5.026 | — | — | — | —
02:47:27 | 4.4.1 | 1/11 | 1550/5425 |   2.60% | 793,600/30,550,828 | 3h59m | 4.879 | — | — | — | —
02:47:34 | 4.4.1 | 1/11 | 1575/5425 |   2.64% | 806,400/30,550,828 | 3h59m | 4.759 | — | — | — | —
02:47:41 | 4.4.1 | 1/11 | 1600/5425 |   2.68% | 819,200/30,550,828 | 3h59m | 4.905 | — | — | — | —
02:47:47 | 4.4.1 | 1/11 | 1625/5425 |   2.72% | 832,000/30,550,828 | 3h59m | 4.943 | — | — | — | —
02:47:53 | 4.4.1 | 1/11 | 1650/5425 |   2.76% | 844,800/30,550,828 | 3h59m | 4.929 | — | — | — | —
